Id,Empirical research specificity,Word / Pattern,Category name,Subitem category (functional role of sentence ( flow logic),Sensitivity to Additional Parameter,Sensitivity to Additional Parameter,Subitem category (functional role of sentence              ( flow logic),Sensitivity to Additional Parameter,Weight - TBD by Machine,Category number,Status,MarkerTypeId,comment,Description
4231,,concepts in this chapter,navigation,,,,,,,15,0,15,NULL,* concept% in this *
6990,,conceptual,core/salient,,,,,,,6,1,6,,NULL
6991,,conceptual framework,core/salient,,,,,,,6,1,6,,NULL
463,,concern,core/salient,,,,,,,6,1,6,,NULL
Sep13,,concern us,core/salient,,,,,,,6,,,,
Sep13,,concerned,core/salient,,,,,,,6,,,,
Sep13,,concerned with,core/salient,,,,,,,6,,,,
6239,,concerns,core/salient,,,,,,,6,1,6,,NULL
Sep13,,concerns the nature of,core/salient,,,,,,,6,,,,
465,,conclude,core/salient,,,,,,,6,1,6,,NULL
Sep13,,conclude by,navigation,,,,,,,15,,,,
4954,,conclude that,conclusion,,,,,,,21,1,21,NULL,conclude% that
Sep13,,concluded,conclusion,,,,,,,21,,,,
4604,,concluded that,conclusion,,,,,,,21,1,21,NULL,conclude% that
4955,,concludes that,conclusion,,,,,,,21,1,21,NULL,conclude% that
4280,,concludes with,navigation,,,,,,,15,1,15,NULL,unit concludes with
Sep13,,concluding,core/salient,,,,,,,6,,,,
469,,conclusion,conclusion,,,,,,,21,1,21,NULL,NULL
4899,,conclusion is that,conclusion,,,,,,,21,1,21,NULL,NULL
4900,,conclusion was that,conclusion,,,,,,,21,1,21,NULL,NULL
4894,,conclusions,conclusion,,,,,,,21,1,21,NULL,NULL
4901,,conclusions are that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,conclusions to be drawn,conclusion,,,,,,,21,,,,
Sep13,,conclusions to be drawn from this study,conclusion,,,,,,,21,,,,
4902,,conclusions were that,conclusion,,,,,,,21,1,21,NULL,NULL
4956,,conclusively that,conclusion,,,,,,,21,1,21,NULL,NULL
472,,concomitant,time/sequence,,,,,,,12,1,12,NULL,NULL
5629,,concomitantly,time/sequence,,,,,,,12,1,12,NULL,NULL
473,,concrete evidence,core/salient,,,,,,,6,1,6,,NULL
6848,,concurrent,time/sequence,,,,,,,12,1,12,NULL,concurrent%
5402,,condition,core/salient,,,,,,,6,1,6,,NULL
5835,,conditions,core/salient,,,,,,,6,1,6,,condition%
Sep13,,conditions of,core/salient,,,,,,,6,,,,
7084,,conditions under which,condition,,,,,,,24,1,24,NULL,NULL
Sep13,,conduct,core/salient,,,,,,,6,,,,
Sep13,,conducted,core/salient,,,,,,,6,,,,
Sep13,,confine,core/salient,,,,,,,6,,,,
6826,,confined,core/salient,,,,,,,6,1,6,,confine%
6719,,confirm,conclusion,,,,,,,21,1,21,NULL,confirm%
476,,confirm claims that,conclusion,,,,,,,21,1,21,NULL,NULL
477,,confirm that,conclusion,,,,,,,21,1,21,NULL,NULL
478,,confirm the claim that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,confirmation,conclusion,,,,,,,21,,,,
1490,,confirmed,conclusion,,,,,,,21,1,21,NULL,confirm%
6282,,confirmed by,consequence / result,,,,,,,9,1,9,NULL,NULL
5455,,confirmed that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,confirmed the validity,core/salient,,,,,,,6,,,,
6391,,conflict,core/salient,,,,,,,6,1,6,,conflict%
7537,,conflicting interests,core/salient,,,,,,,6,1,6,,NULL
Sep13,,conform,core/salient,,,,,,,6,,,,
6080,,conform to,core/salient,,,,,,,6,1,6,,NULL
6813,,conformed,core/salient,,,,,,,6,1,6,,conform%
479,,confound,core/salient,,,,,,,6,1,6,,NULL
Sep13,,confounding,conclusion,,,,,,,21,,,,
7490,,confounding factor,core/salient,,,,,,,6,1,6,,confounding factor%
5400,,confounding variable,core/salient,,,,,,,6,1,6,,confounding variable%
481,,confuse the issue,core/salient,,,,,,,6,1,13,,confuse% the issue
480,,confuses,core/salient,,,,,,,6,1,13,,confuse%
482,,confusing,core/salient,,,,,,,6,1,13,,NULL
483,,confusingly,core/salient,,,,,,,6,1,13,,NULL
Sep13,,confusion,core/salient,,,,,,,6,,,,
7638,,connected,core/salient,,,,,,,6,1,6,,NULL
Sep13,,connection,core/salient,,,,,,,6,,,,
7970,,consecutive,core/salient,,,,,,,6,1,6,,NULL
484,,consensus,core/salient,,,,,,,6,1,6,,NULL
181,,consequence,consequence / result,,,,,,,9,1,9,NULL,NULL
3294,,consequence of,consequence / result,,,,,,,9,1,9,NULL,NULL
5619,,consequence of that,consequence / result,,,,,,,9,1,9,NULL,the consequence% of that
3258,,consequences,consequence / result,,,,,,,9,1,9,NULL,consequence%
5928,,consequences for,consequence / result,,,,,,,9,1,9,NULL,consequences for **
5653,,consequences of,consequence / result,,,,,,,9,1,9,NULL,consequence% of
Sep13,,consequent,core/salient,,,,,,,6,,,,
4958,,consequently,conclusion,,,,,,,21,1,21,NULL,NULL
6065,,conservative,core/salient,,,,,,,6,0,6,,NULL
488,,consider,core/salient,,,,,,,6,0,6,,consider%
489,,considerable,core/salient,,,,,,,6,1,6,,NULL
493,,considerable amount of,core/salient,,,,,,,6,1,6,,NULL
494,,considerable amount of research,core/salient,,,,,,,6,1,6,,NULL
495,,considerable degree,core/salient,,,,,,,6,1,6,,NULL
3703,,doubts as to,problem statement,,,if in intro ,,,,30,1,13,,NULL
105,,considerable research,core/salient,,,,,,,6,1,6,,NULL
Sep13,,considerable volume of,core/salient,,,,,,,6,,,,
503,,considerably,core/salient,,,,,,,6,1,6,,NULL
7461,,considered,core/salient,,,,,,,6,0,6,,NULL
Sep13,,considering,core/salient,,,,,,,6,,,,
Sep13,,consist,core/salient,,,,,,,6,,,,
506,,consist of,core/salient,,,,,,,6,0,6,,NULL
4764,,consisted of,core/salient,,,,,,,6,0,6,,consist% * of
Sep13,,consistencies,core/salient,,,,,,,6,,,,
Sep13,,consistency,core/salient,,,,,,,6,,,,
507,,consistent,core/salient,,,,,,,6,1,6,,NULL
6276,,consistent with,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,consistent with ... research,conclusion,,,,,,,21,,,,
509,,consistently,core/salient,,,,,,,6,1,6,,NULL
4728,,consists of,explanations / definitions,,,,,,,20,1,20,NULL,consist% * of
511,,consolidate,core/salient,,,,,,,6,1,6,,NULL
512,,constant,core/salient,,,,,,,6,1,6,,NULL
513,,constantly,core/salient,,,,,,,6,1,6,,NULL
Sep13,,constitute,core/salient,,,,,,,6,,,,
Sep13,,constrain,core/salient,,,,,,,6,,,,
517,,constraint,core/salient,,,,,,,6,1,6,,constraints
6752,,constraints,core/salient,,,,,,,6,1,6,,constraint%
Sep13,,constrasts with,contrast,,,,,,,17,,,,
518,,construct,core/salient,,,,,,,6,0,6,,NULL
7403,,construct that partially explains,conclusion,,,,,,,21,1,21,NULL,construct that * partially explain%
519,,construct validity,core/salient,,,,,,,6,1,6,,NULL
Sep13,,constructed,core/salient,,,,,,,6,,,,
Sep13,,constructive,core/salient,,,,,,,6,,,,
Sep13,,constructs,core/salient,,,,,,,6,,,,
7532,,contaminated by,core/salient,,,,,,,6,1,6,,NULL
Sep13,,contemporary,time/sequence,,,,,,,12,,,,
520,,content validity,core/salient,,,,,,,6,1,6,,NULL
Sep13,,context,core/salient,,,,,,,6,,,,
Sep13,,contextual,core/salient,,,,,,,6,,,,
6125,,contingent,change in direction,,,,,,,16,1,16,NULL,NULL
7464,,continual,core/salient,,,,,,,6,1,6,,NULL
5763,,continually,core/salient,,,,,,,6,1,6,,NULL
521,,continue,core/salient,,,,,,,6,0,6,,NULL
5871,,continued use of,core/salient,,,,,,,6,1,6,,NULL
7991,,continuous,core/salient,,,,,,,6,1,6,,NULL
7462,,continuously,core/salient,,,,,,,6,1,6,,NULL
522,,continuum,core/salient,,,,,,,6,1,6,,NULL
Sep13,,contract,core/salient,,,,,,,6,,,,
523,,contradict,change in direction,,,,,,,16,1,16,NULL,contradict
524,,contradicting result,core/salient,,,,,,,6,1,6,,NULL
3704,,contradicting results,core/salient,,,,,,,6,1,13,,NULL
525,,contradiction,core/salient,,,,,,,6,1,6,,NULL
3707,,contradictory,core/salient,,,,,,,6,1,13,,NULL
Sep13,,contrary,contrast,,,,,,,17,,,,
3705,,contrary to expectations,contrast,,,,,,,17,1,16,NULL,NULL
5401,,contrary to our,change in direction,,,,,,,16,1,16,NULL,contrary to our *
Sep13,,contrary to our expectations,contrast,,,,,,,17,,,,
5388,,contrary to our prediction,conclusion,,,,,,,21,1,21,NULL,NULL
4397,,contrary to popular belief,change in direction,,,,,,,16,1,16,NULL,NULL
7585,,contrary to popular beliefs,change in direction,,,,,,,16,1,16,NULL,contrary to ** beliefs
4398,,contrary to public opinion,change in direction,,,,,,,16,1,16,NULL,NULL
526,,contrast,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,contrast with,contrast,,,,,,,17,,,,
Sep13,,contrasting,contrast,,,,,,,17,,,,
6245,,contrasting picture,contrast,,,,,,,17,1,6,,NULL
Sep13,,contrasts,contrast,,,,,,,17,,,,
Sep13,,contraversial,core/salient,,,,,,,6,,,,
3363,,contribute to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,contribute% to
Sep13,,contributed by,conclusion,,,,,,,21,,,,
528,,contributed significantly to,conclusion,,,,,,,21,1,21,NULL,NULL
5489,,contributed to,conclusion,,,,,,,21,1,21,NULL,contribute% to
3447,,contributes to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,contribute% to
529,,contributes to an understanding of...,contribution,,,,,,,8,1,8,NULL,contribute% to an understanding of
3224,,contributes to your understanding of,contribution,,,,,,,8,1,8,NULL,contribute% to * understanding of
3448,,contributing cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,contributing cause%
3449,,contributing cause of,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,contributing cause% of
530,,contribution,contribution,,,,,,,8,1,6,,NULL
Sep13,,contribution of,contribution,,,,,,,8,,,,
Sep13,,contribution of this,contribution,,,,,,,8,,,,
532,,contribution to,contribution,,,,,,,8,1,6,,NULL
6013,,contributions,contribution,,,,,,,8,1,6,,contribution%
Sep13,,contributions of this,contribution,,,,,,,8,,,,
533,,control,core/salient,,,,,,,6,1,6,,NULL
534,,control for,core/salient,,,,,,,6,1,6,,NULL
535,empirical ,control group,core/salient,,,,,,,6,1,6,,NULL
536,,control of,core/salient,,,,,,,6,1,6,,NULL
6419,,controlled,core/salient,,,,,,,6,1,6,,NULL
5417,empirical ,controlled design,core/salient,,,,,,,6,1,6,,NULL
7465,empirical ,controlled for,core/salient,,,,,,,6,1,6,,NULL
537,empirical ,controlled variable,core/salient,,,,,,,6,1,6,,NULL
Sep13,empirical ,controlling for,core/salient,,,,,,,6,,,,
6061,,controls,core/salient,,,,,,,6,1,6,,NULL
538,,controversial,core/salient,,,,,,,6,1,13,,NULL
539,,controversy,core/salient,,,,,,,6,1,6,,NULL
Sep13,,conundrum,core/salient,,,,,,,6,,,,
Sep13,,convenient,core/salient,,,,,,,6,,,,
Sep13,,convention,core/salient,,,,,,,6,,,,
Sep13,,conventional,core/salient,,,,,,,6,,,,
6463,,converge,core/salient,,,,,,,6,1,6,,converge%
6460,,converged,core/salient,,,,,,,6,1,6,,NULL
540,empirical ,convergent validity,core/salient,,,,,,,6,1,6,,NULL
6462,,converging,core/salient,,,,,,,6,1,6,,NULL
7466,,converse,contrast,,,,,,,17,1,6,,NULL
4399,,conversely,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,converted,core/salient,,,,,,,6,,,,
5848,,converted into,core/salient,,,,,,,6,1,6,,NULL
5849,,converted to,core/salient,,,,,,,6,1,6,,NULL
7091,,converts into,core/salient,,,,,,,6,1,6,,convert% ** into
Sep13,,convince,core/salient,,,,,,,6,,,,
6833,,convinced,core/salient,,,,,,,6,1,6,,convince%
6834,,convincing,core/salient,,,,,,,6,1,6,,NULL
Sep13,,cooperative,core/salient,,,,,,,6,,,,
Sep13,,coordinated,core/salient,,,,,,,6,,,,
Sep13,,cope with,core/salient,,,,,,,6,,,,
543,,core,core/salient,,,,,,,6,1,6,,NULL
7392,,core elements,attention flagger,,,,,,,29,1,6,,core element%
544,,core of,attention flagger,,,,,,,29,1,6,,NULL
545,,correct,core/salient,,,,,,,6,1,6,,NULL
6422,,corrected,core/salient,,,,,,,6,1,6,,NULL
546,,correctly,core/salient,,,,,,,6,1,6,,NULL
547,,correlate,core/salient,,,,,,,6,1,6,,NULL
5358,,correlate positively,conclusion,,,,,,,21,1,9,NULL,NULL
548,,correlate signficantly,conclusion,,,,,,,21,1,9,NULL,correlate% significantly
550,,correlate significantly with,conclusion,,,,,,,21,1,9,NULL,correlate% significantly with
551,,correlate strongly,conclusion,,,,,,,21,1,9,NULL,correlate% strongly
552,,correlate with,conclusion,,,,,,,21,1,21,NULL,NULL
5706,,correlated,conclusion,,,,,,,21,1,9,NULL,correlate%
6872,,correlated directly with,conclusion,,,,,,,21,1,9,NULL,NULL
6871,,correlated negatively with,conclusion,,,,,,,21,1,9,NULL,correlated * with
5383,,correlated positively,conclusion,,,,,,,21,1,9,NULL,correlate% positively with
5272,,correlated positively with,conclusion,,,,,,,21,1,9,NULL,correlate% positively with
549,,correlated significantly,conclusion,,,,,,,21,1,9,NULL,NULL
6277,,correlated with,conclusion,,,,,,,21,1,9,NULL,NULL
5271,,correlates positively,conclusion,,,,,,,21,1,9,NULL,correlate% positively
Sep13,,correlating,core/salient,,,,,,,6,,,,
7352,,correlation coefficient,core/salient,,,,,,,6,1,6,,correlation coefficient%
Sep13,,correlational,core/salient,,,,,,,6,,,,
5296,,correlations,core/salient,,,,,,,6,1,6,,correlations
5297,,correlations between,core/salient,,,,,,,6,1,6,,correlation% between
5570,,correspond,core/salient,,,,,,,6,1,6,,correspond%
Sep13,,correspond to,core/salient,,,,,,,6,,,,
6753,,corresponding,core/salient,,,,,,,6,1,6,,NULL
Sep13,,correspondingly,core/salient,,,,,,,6,,,,
553,,corroborate,core/salient,,,,,,,6,1,6,,NULL
554,,corroborated by,core/salient,,,,,,,6,1,6,,NULL
156,,corroboratory,core/salient,,,,,,,6,1,6,,NULL
7103,,cost,core/salient,,,,,,,6,1,6,,NULL
7104,,cost of,core/salient,,,,,,,6,1,6,,cost% of
7391,,cost-effective,core/salient,,,,,,,6,1,6,,NULL
5319,,costly,core/salient,,,,,,,6,1,13,,NULL
6182,,costs,core/salient,,,,,,,6,1,6,,cost% *
7297,,could,core/salient,,,,,,,6,1,13,,NULL
2524,,could also have been,conclusion,,,,,,,21,1,21,NULL,NULL
2432,,could be,conclusion,,,,,,,21,1,21,NULL,NULL
5994,,could be argued that,core/salient,,,,,,,6,1,13,,NULL
2529,,could be considered,conclusion,,,,,,,21,1,21,NULL,* be considered
3453,,could be controlled by,conclusion,,,,,,,21,1,21,NULL,NULL
3397,,could be due to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* due to
1962,,could be found,core/salient,,,,,,,6,0,6,,NULL
1612,,could be indicative of,conclusion,,,,,,,21,1,21,NULL,NULL
2526,,could be interpreted as,conclusion,,,,,,,21,1,21,NULL,* be interpreted as
1963,,could be located,core/salient,,,,,,,6,0,6,,NULL
4960,,could be related to,conclusion,,,,,,,21,1,21,NULL,NULL
4961,,could be seen,conclusion,,,,,,,21,1,21,NULL,NULL
4959,,could be seen as,conclusion,,,,,,,21,1,21,NULL,* be seen as
4962,,could be seen from,conclusion,,,,,,,21,1,21,NULL,* be seen from
3454,,could cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
7300,,could create,conclusion,,,,,,,21,1,21,NULL,NULL
7299,,could generate,conclusion,,,,,,,21,1,21,NULL,NULL
556,,could have,conclusion,,,,,,,21,1,21,NULL,could *
Sep13,,could have arisen from,cause/reason,,,,,,,10,,,,
7483,,could have important,core/salient,,,,,,,6,1,6,,NULL
1624,,could have influenced,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* have influenced
6873,,could have originated from,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,** originated from
559,,could not,core/salient,,,,,,,6,1,6,,NULL
5639,,could originate from,conclusion,,,,,,,21,1,21,NULL,* originate from
6316,,could possibly,core/salient,,,,,,,6,1,13,,could * possibly
7296,,could provide,core/salient,,,,,,,6,1,13,,* provide%
5800,,could represent,core/salient,,,,,,,6,1,13,,NULL
7326,,could respond to,core/salient,,,,,,,6,1,13,,NULL
3304,,could result in,consequence / result,,,,,,,9,1,9,NULL,* result in
Sep13,,count,core/salient,,,,,,,6,,,,
Sep13,,count as,core/salient,,,,,,,6,,,,
6345,,counter to,change in direction,,,,,,,16,1,16,NULL,NULL
6124,,counter to these arguments,change in direction,,,,,,,16,1,16,NULL,NULL
Sep13,,covariate,core/salient,,,,,,,6,,,,
560,,covariates,core/salient,,,,,,,6,1,6,,NULL
Sep13,,cover,core/salient,,,,,,,6,,,,
561,,create,core/salient,,,,,,,6,1,6,,create *
6653,,created,core/salient,,,,,,,6,1,6,,create%
3364,,creates,core/salient,,,,,,,6,1,6,,NULL
,,doubts as to ,core/salient,,,,,,,6,,,,
7263,,creates a conceptual framework,contribution,,if in discussion or conclusion section,"if contains self ref, deictic work ref, or ""you""",,,,6,1,8,NULL,create% a conceptual framework
7072,,creation,core/salient,,,,,,,6,1,6,,NULL
7073,,creation of,core/salient,,,,,,,6,1,6,,NULL
5894,,creative thinking,core/salient,,,,,,,6,1,6,,NULL
Sep13,,credit,core/salient,,,,,,,6,,,,
5440,,crises,core/salient,,,,,,,6,1,6,,NULL
6209,,crisis,core/salient,,,,,,,6,1,6,,NULL
6195,,criteria,core/salient,,,,,,,6,1,6,,NULL
6194,,criteria for,core/salient,,,,,,,6,1,6,,criteria **
Sep13,,criteria in,core/salient,,,,,,,6,,,,
563,,criterion,core/salient,,,,,,,6,1,6,,NULL
5172,,critical,core/salient,,,,,,,6,1,6,,NULL
565,,critical condition,condition,,,,,,,24,1,24,NULL,NULL
566,,critical feature,attention flagger,,,,,,,29,1,6,,NULL
5443,,critical for,attention flagger,,,,,,,29,1,6,,NULL
7986,,critical nature,core/salient,,,,,,,6,1,6,,NULL
5439,,critical to,attention flagger,,,,,,,29,1,6,,critical to
Sep13,,critical value,core/salient,,,,,,,6,,,,
567,,critically,core/salient,,,,,,,6,1,6,,NULL
Sep13,,criticise,core/salient,,,,,,,6,,,,
6874,,criticised,core/salient,,,,,,,6,1,6,,criticise%
568,,criticised by,core/salient,,,,,,,6,1,6,,NULL
570,,criticised for,core/salient,,,,,,,6,1,6,,NULL
Sep13,,criticism,core/salient,,,,,,,6,,,,
Sep13,,criticize,core/salient,,,,,,,6,,,,
Sep13,,criticized,core/salient,,,,,,,6,,,,
574,,criticized by,core/salient,,,,,,,6,1,6,,NULL
575,,criticized for,core/salient,,,,,,,6,1,6,,NULL
Sep13,,cross cultural,core/salient,,,,,,,6,,,,
